"Season","TeamName","eFGPct","RankeFGPct","TOPct","RankTOPct","ORPct","RankORPct","FTRate","RankFTRate"
2026,"Rhode Island",50.4196642685851,129,21.0898373052918,12,31.8051575931232,244,42.5659472422062,331
2026,"Rice",51.0059171597633,162,15.6924483266467,243,34.529582929195,328,40.414201183432,305
2026,"Richmond",52.0413870246085,216,17.7324302929017,116,30.9677419354839,200,35.1230425055928,180
2026,"Rider",55.1552795031056,335,15.2757863836207,270,32.8227571115974,298,32.5465838509317,112
2026,"Robert Morris",50.0287191269385,103,15.8751031044912,230,28.7878787878788,98,40.0919012062033,300
2026,"Rutgers",53.0073221757322,267,17.0750525147971,153,33.0882352941176,304,31.3807531380753,90
2026,"SIUE",45.6469165659008,8,17.1000325839036,149,31.6231343283582,232,34.3409915356711,160
2026,"SMU",51.4250614250614,183,17.1421887129534,143,31.5102040816327,228,32.039312039312,101
2026,"Sacramento St.",55.0378567268492,331,17.1171392735053,144,33.4355828220859,307,36.2259755387303,215
2026,"Sacred Heart",53.5007610350076,283,14.5238488199373,320,30.8978873239437,199,27.0421106037544,22
2026,"Saint Francis",58.8908981314045,364,18.4473104827087,76,33.0743618201998,303,38.3363471971067,269
2026,"Saint Joseph's",47.5571725571726,34,15.1581333301852,275,30.8662741799832,197,26.2993762993763,16
2026,"Saint Louis",44.7599380485287,2,16.1181709568806,219,26.9890795631825,38,37.1708828084667,242
2026,"Saint Mary's",46.6814159292035,18,15.1662453820727,273,23.9823008849558,4,25.7190265486726,12
2026,"Saint Peter's",48.1068289384719,42,20.0953448485421,21,34.656652360515,330,46.4503042596349,354
2026,"Sam Houston St.",51.0106681639528,163,16.4144773798331,194,29.9632352941176,156,37.1139809096013,238
2026,"Samford",51.8600777345919,208,12.9883405591,355,25.749063670412,18,32.9261521377013,127
2026,"San Diego",54.6839729119639,320,18.8982942899823,55,34.549138804458,329,38.8261851015801,278
2026,"San Diego St.",48.197706171491,44,20.2303022925094,20,31.0671256454389,206,38.5035499726925,270
2026,"San Francisco",50.7583682008368,144,14.1304979373656,330,29.0811775200714,113,29.5502092050209,53
2026,"San Jose St.",57.1308724832215,359,17.4224894512271,126,36.4693446088795,354,35.3467561521253,188
2026,"Santa Clara",51.7769272826681,201,20.079490390374,22,32.2907083716651,272,38.3269546200109,267
2026,"Seattle",48.3342906375646,47,21.1164565555829,11,31.8095238095238,246,32.854681217691,125
2026,"Seton Hall",47.2575057736721,26,21.4709418609289,7,31.9148936170213,250,42.0900692840647,324
2026,"Siena",48.6118386589838,53,17.0963550571018,150,29.0267011197244,107,27.2393923520168,24
2026,"South Alabama",50,99,18.2127216108582,89,31.2007011393514,210,25.2777777777778,9
2026,"South Carolina",51.5616866215513,192,14.6342017656483,314,32.1201091901729,261,33.9927121290994,149
2026,"South Carolina St.",53.9203860072376,296,18.7863585419224,58,37.6332622601279,362,51.9300361881785,364
